source,added,keep,name,search_ddg_tmp,party,gender,dep17,mandates,twitter,description,city,dept,geo,notes,notes_url,flag_collected_31_may_2019,EM_zone,EM_career,id,statuses,followers,created,last_tweeted
Élus 2.0,2015-06,"no, use updated profile",André CHAPAVEIRE,,PS,m,,Vice-Président de Conseil Régional,chapaveireandre,"Président de la Confédération Nationale du Tourisme depuis 01/01/2012, Président de la Fédération Nationale des Comités Régionaux de Tourisme (FNCRT) depuis 2005, Vice-Président du Conseil Régional d'Auvergne depuis 2004, Président délégué du Comité Régional de Développement Touristique (CRDT) depuis 2004",,,n,,,TRUE,,,494108352,196,244,2012,04/01/2014
Twitter,2015-06,yes,André CHAPAVEIRE,,PS,m,,Vice-Président de Conseil Régional,chapaveireandre,Candidat #PS #législatives #hauteloire Vice-Président du Conseil Régional d' #auvergne  - Président du comité de soutien (43) de François Hollande #FH2012,,haute loire,y,,,TRUE,,,494108352,196,244,2012,04/01/2014
Twitter,2015-06,yes,Andrée GAUDOIN,,PS,f,,Conseiller régional,andreegaudoin,Conseillère régionale #PS des @paysdelaloire en charge de la #Formation professionnelle. #Mayenne #FormPro,,mayenne,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Anna AUBOIS,,PS,f,,Vice-Président de Conseil Régional,annaaubois,"VP socialiste CR Auvergne jeunesse, sport, vie associative, formatrice droit du travail et entreprise,",,puy de dome,y,,,TRUE,,,,,,,
Regards Citoyens,2015-06,yes,Anne EMERY-DUMAS,,PS,f,,Sénateur,anneemerydumas,Sénatrice de la Nièvre,,nievre,y,,,TRUE,,,2292335058,115,171,41654,NA
Élus 2.0,2015-06,"no, use updated profile",Anne HIDALGO,,PS,f,,"Conseiller municipal, Conseiller régional",anne_hidalgo,Première Adjointe au Maire de Paris,,,n,,,TRUE,,,26073581,24331,338536,2009,21/04/2015
Twitter,2015-06,yes,Anne HIDALGO,,PS,f,,"Conseiller régional, Maire",anne_hidalgo,Maire de #Paris - http://t.co/4TEnqu7MU8,paris,paris,y,,,TRUE,,,26073581,24331,338536,2009,21/04/2015
Twitter,2015-06,yes,Anne-Pernelle RICHARDOT,,PS,f,,"Conseiller régional, Maire adjoint",pernelle67,Adjointe au Maire de Strasbourg - Conseillère régionale d'Alsace,strasbourg,bas rhin,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Anne-Yvonne LE DAIN,,PS,f,,Député,ayledain,Députée de la 2e circonscription de l'Hérault,,,n,,,TRUE,,,899545604,7825,2863,2012,20/04/2015
Twitter,2015-06,yes,Anne-Yvonne LE DAIN,,PS,f,,"Député, Vice-Président de Conseil Régional",ayledain,"Scientifique, Députée PS de Montpellier-Hérault, Vice-Présidente de la Région Languedoc-Roussillon, Maman de 3 garçons.",montpellier,herault,y,,,TRUE,,,899545604,7825,2863,2012,20/04/2015
Twitter,2015-06,"no, use updated profile",Annick GIRARDIN,,DVG-PRG,f,,Secrétaire d'Etat,annickgirardin,Secrétaire d’Etat chargée du développement et de la francophonie. Représentante personnelle du Président de la République auprès de @OIFfrancophonie,,,n,,,TRUE,,,2517526903,587,2886,2014,20/04/2015
Élus 2.0,2015-06,"no, use updated profile",Annick LE LOCH,,PS,f,,"Conseiller départemental, Député",annick_leloch,Députée de la 7ième circonscription du Finistère et Membre du conseil général (Finistère),,,n,,,TRUE,,,556859694,836,1681,2012,19/04/2015
Twitter,2015-06,yes,Annick LE LOCH,,PS,f,,Député,annick_leloch,Originaire de Pont-L’Abbé. Réélue en 2012 Députée socialiste de la 7ème circonscription du Finistère. Membre de la Commission des affaires économiques.,,finistere,y,,,TRUE,,,556859694,836,1681,2012,19/04/2015
Élus 2.0,2015-06,"no, use updated profile",Annick LEPETIT,,PS,f,,"Député, Maire adjoint",annick_lepetit,"Députée de la 17ème circonscription de Paris et Adjointe au Maire de Paris chargée des déplacements, des transports et de l'espace public",,,n,,,TRUE,,,612517041,3537,4719,2012,20/04/2015
Twitter,2015-06,yes,Annick LEPETIT,,PS,f,,"Conseiller municipal, Député",annick_lepetit,"Députée #Paris (17e/18e arrdts), porte-parole du groupe PS #directAN. Conseillère municipale paris.fr #Paris17 #Paris18",paris,paris,y,,,TRUE,,,612517041,3537,4719,2012,20/04/2015
Élus 2.0,2015-06,"no, use updated profile",Anthony DESCLOZIERS,,PS,m,,Conseiller municipal,adescloziers,,,,n,,,TRUE,,,357488099,4381,958,2011,20/04/2015
Twitter,2015-06,yes,Anthony DESCLOZIERS,,PS,m,,Conseiller municipal,adescloziers,"Conseiller municipal #PS, Une énergie nouvelle. Mes tweets n'engagent que moi ! Intéressé par #éducation et #jeunesse. Passionné par l'histoire et le patrimoine",,,n,,,TRUE,,,357488099,4381,958,2011,20/04/2015
Twitter,2015-06,yes,Antoine HOME,,PS,m,,"Conseiller régional, Maire adjoint",antoinehome,Maire de Wittenheim. Conseiller régional d'Alsace,wittenheim,haut rhin,y,,,TRUE,,,,,,,
Regards Citoyens,2015-06,yes,Antoine KARAM,,PS,m,,Sénateur,akaram973,"Sénateur de la Guyane - membre de la commission Affaires étrangères, Défense et forces armées. https://t.co/Y8FvAaVDWp",,DOM TOM-GUYANE,y,,,TRUE,,,931698511,190,824,41220,NA
Twitter,2015-06,yes,Arlette ARNAUD-LANDAU,,PS,f,,Vice-Président de Conseil Régional,arletteal,Vice-Presidente de la region Auvergne. Maire du Puy en Velay de 2001 à 2008.,le puy en velay,haute loire,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Arnaud LEROY,,PS,m,,Député,ar_leroy,Député de la 5e circonscription des Français établis hors de France,,,n,,,TRUE,,,294099915,3570,2787,2011,21/04/2015
Twitter,2015-06,yes,Arnaud LEROY,,PS,m,,Député,ar_leroy,Député de la 5ème circonscription des Français établis hors de France.,,ETRANGER,y,,,TRUE,,,294099915,3570,2787,2011,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Arnaud MONTEBOURG,,PS,m,,Conseiller départemental,montebourg,,,,n,,,TRUE,,,69255422,1440,275652,2009,16/04/2015
Twitter,2015-06,yes,Arnaud MONTEBOURG,,PS,m,,Sans mandat électif courant,montebourg,"Entrepreneur. Ancien ministre de l'Economie, du Redressement productif et du Numérique.",,,n,,,TRUE,,,69255422,1440,275652,2009,16/04/2015
Twitter,2015-06,"no, ambiguous identity",Aude EVIN,,PS,f,,Conseiller municipal,audeevin,,,,n,,,FALSE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Aurélie FILIPPETTI,,PS,f,,Ministre,aurelifil,,,,n,,,TRUE,,,251524687,1068,138986,2011,20/04/2015
Twitter,2015-06,yes,Aurélie FILIPPETTI,,PS,f,,Député,aurelifil,"Députée de Moselle, ancienne ministre de la Culture",,moselle,y,,,TRUE,,,251524687,1068,138986,2011,20/04/2015
Twitter,2015-06,yes,Aurélien FERLAY,,PS,m,,"Conseiller régional, Maire",aurelienferlay,"Conseiller régional Rhône-Alpes, Maire de Moras-en-Valloire",moras en valloire,drome,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Aurore GILLMANN,,PS,f,,Conseiller régional,agillmann,"Compte citoyen&politique. Conseillère régionale PS d'Ile-de-France (92). Médiateur national de l'énergie, relations institutionnelles, communication.",,hauts de seine,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Axelle LEMAIRE,,PS,f,,Secrétaire d'Etat,axellelemaire,"Secrétaire d’État auprès du ministre de l’Économie, de l’Industrie et du Numérique, chargée du Numérique",,,n,,,TRUE,,,116063765,4939,63484,2010,20/04/2015
Twitter,2015-06,yes,Axelle LEMAIRE,,PS,f,,Secrétaire d'Etat,axellelemaire,Secrétaire d'Etat au Numérique. French Deputy Minister for Digital Affairs. C'est moi qui touitte,,,n,,,TRUE,,,116063765,4939,63484,2010,20/04/2015
Élus 2.0,2015-06,"no, use updated profile",Baptiste CHAPUIS,,PS,m,,Conseiller municipal,baptistechapuis,Conseiller municipal d'Orléans,,,n,,,TRUE,,,10381732,3464,1152,2007,17/04/2015
Twitter,2015-06,yes,Baptiste CHAPUIS,,PS,m,,Sans mandat électif courant,baptistechapuis,"Conseiller Municipal d' #Orléans (2008/2014),  #PS.. #Orléans4 #Loiret #Argonne #Bourgogne #Gare",orleans,loiret,y,,,TRUE,,,10381732,3464,1152,2007,17/04/2015
Élus 2.0,2015-06,"no, use updated profile",Barbara ROMAGNAN,,PS,f,,Député,bromagnan,Députée socialiste de la 1ère circonscription du Doubs,,,n,,,TRUE,,,775431470,1144,4389,2012,17/04/2015
Twitter,2015-06,yes,Barbara ROMAGNAN,,PS,f,,Député,bromagnan,Députée PS de la 1ère circonscription du Doubs - Membre de la commission du Développement durable - Compte géré par moi-même et mon équipe,,doubs,y,,,TRUE,,,775431470,1144,4389,2012,17/04/2015
Élus 2.0,2015-06,"no, use updated profile",Benjamin MATHEAUD,,PS,m,,Conseiller municipal,bmatheaud,Conseiller municipal d'Alès et Vice-Président de Fédération PS,,,n,,,TRUE,,,70119644,2570,809,2009,21/04/2015
Twitter,2015-06,yes,Benjamin MATHEAUD,,PS,m,,"Conseiller communautaire, Conseiller municipal",bmatheaud,Conseiller municipal & communautaire #Alès AlèsAgglo #PS / http://t.co/mYzEp3hEC6 @vanessences #cosmétiques #Bio Huiles essentielles @essencescuisine,ales,gard,y,,,TRUE,,,70119644,2570,809,2009,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Benoît HAMON,,PS,m,,Conseiller régional,benoithamon,,,,n,,,TRUE,,,14389177,2933,204266,2008,21/04/2015
Twitter,2015-06,yes,Benoît HAMON,,PS,m,,Député,benoithamon,,,yvelines,y,,,TRUE,,,14389177,2933,204266,2008,21/04/2015
Twitter,2015-06,yes,Benoît MARQUAILLE,,PS,m,,Conseiller régional,bmarquaille,,,hauts de seine,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Bernard CAZEAU,,PS,m,,Sénateur,bernardcazeau,"Sénateur de la #Dordogne, Président du #CG 24, adhérent #PS",,dordogne,y,,,TRUE,,,1004299262,168,730,2012,25/03/2015
Élus 2.0,2015-06,"no, use updated profile",Bernard CAZENEUVE,,PS,m,,"Maire, Ministre, Président de Communauté d'Agglomération",bcazeneuve,Ministre de l'Intérieur,,,n,,,TRUE,,,427288938,494,45455,2011,21/04/2015
Twitter,2015-06,yes,Bernard CAZENEUVE,,PS,m,,Ministre,bcazeneuve,Ministre de l'intérieur,,,n,,,TRUE,,,427288938,494,45455,2011,21/04/2015
Twitter,2015-06,yes,Bernard JAUSSAUD,,PS,m,,Vice-Président de Conseil Régional,bernardjaussaud,"Vice Président du Conseil Régional PACA, President de Provence Alpes Côte d'Azur Tourisme",,hautes alpes,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Bernard LALANDE,,PS,m,,Sénateur,lalandebernard,Sénateur de la Charente-Maritime http://t.co/py7dj2Xalt,,charente maritime,y,,,TRUE,,,2584492322,358,370,2014,20/04/2015
Élus 2.0,2015-06,"no, use updated profile",Bernard LESTERLIN,,PS,m,,Député,blesterlin,Député de la 2ième circonscription de l'Allier,,,n,,,TRUE,,,1022379288,60,461,2012,23/09/2013
Twitter,2015-06,yes,Bernard LESTERLIN,,PS,m,,Député,blesterlin,Député PS de la 2ème circonscription de l'Allier. Membre de la Commission des Lois,,allier,y,,,TRUE,,,1022379288,60,461,2012,23/09/2013
Élus 2.0,2015-06,"no, use updated profile",Bernard ROMAN,,PS,m,,Député,bernardroman59,Député de la 1ière circonscription du Nord,,,n,,,FALSE,,,529542318,2712,4714,2012,19/04/2015
Twitter,2015-06,"no, not existing anymore",Bernard ROMAN,,PS,m,,Député,bernardroman59,Député de la 1ère circonscription du Nord - Médiateur de la Région Nord-Pas de Calais - Compte officiel,calais,nord,y,,,FALSE,,,529542318,2712,4714,2012,19/04/2015
Élus 2.0,2015-06,"no, use updated profile",Brigitte BOURGUIGNON,,PS,f,,"Député, Maire adjoint",bourguignonbrig,Députée de 6ème circonscription du Pas-de-Calais et Adjointe au maire de Boulogne-sur-Mer,,,n,,,FALSE,,,484754469,1131,1495,2012,19/04/2015
Twitter,2015-06,"no, use newer account",Brigitte BOURGUIGNON,https://duckduckgo.com/?q=Brigitte+BOURGUIGNON+twitter,PS,f,,"Député, Maire adjoint",bourguignonbrig,Députée du pas de calais - commission éducation culture. Délégation droits des femmes. Secrétaire nationale PS au sport,calais,pas de calais,y,,,FALSE,,,484754469,1131,1495,2012,19/04/2015
Twitter,2019-06,yes,Brigitte BOURGUIGNON,https://duckduckgo.com/?q=Brigitte+BOURGUIGNON+twitter,PS,f,,"Député, Maire adjoint",BrigBourguignon,Présidente de la commission des Affaires sociales (@AN_AfSoc) - Députée du Pas-de-Calais (@LaREM_AN) - Présidente du Haut Conseil du Travail Social (HCTS),calais,pas de calais,y,,,TRUE,,,484754469,1131,1495,2012,19/04/2015
Twitter,2015-06,yes,Brigitte EUDE,,PS,f,,Conseiller régional,brigitteeude,,,seine et marne,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Bruno ESTAMPE,,PS,m,,Conseiller municipal,brunoestampe,"Conseiller Municipal de Grasse, Président du groupe PS/EELV, Secrétaire de section",,,n,,,TRUE,,,35496879,436,192,2009,18/04/2015
Twitter,2015-06,yes,Bruno ESTAMPE,,PS,m,,"Conseiller communautaire, Conseiller municipal",brunoestampe,Conseiller Municipal #Grasse #06 de 2008 à 2014. actuellement Conseiller Municipal #Epernon #28. Conseiller communautaire du Val Drouette.,grasse,alpes maritimes,y,,,TRUE,,,35496879,436,192,2009,18/04/2015
Élus 2.0,2015-06,"no, use updated profile",Bruno HELIN,,PS,m,,Maire adjoint,brunohelin,Maire adjoint de Créteil,,,n,,,TRUE,,,106389937,7091,844,2010,20/04/2015
Twitter,2015-06,yes,Bruno HELIN,,PS,m,,"Conseiller départemental, Conseiller municipal, Vice-Président de Communauté d'Agglomération",brunohelin,"Humain humaniste toujours. Rêveur souvent, d'un autre monde surtout. Elu socialiste à #Créteil, conseiller departemental #valdemarne besoin de services publics.",creteil,val de marne,y,,,TRUE,,,106389937,7091,844,2010,20/04/2015
Élus 2.0,2015-06,"no, use updated profile",Bruno JULLIARD,,PS,m,,Maire adjoint,brunojulliard,Adjoint au Maire de Paris chargé de la jeunesse et Secrétaire National à l'éducation au Parti Socialiste,,,n,,,TRUE,,,94114176,3732,31450,2009,21/04/2015
Twitter,2015-06,yes,Bruno JULLIARD,,PS,m,,Maire adjoint,brunojulliard,"Premier Adjoint à la Maire de Paris. chargé de la culture, du patrimoine, des métiers d’art, des relations avec les arrondissements et de la nuit",paris,paris,y,,,TRUE,,,94114176,3732,31450,2009,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Bruno LE ROUX,,PS,m,,Député,brunoleroux,Député de la première circonscription de la Seine-Saint-Denis (,,,n,,,TRUE,,,78242617,2273,24392,2009,17/04/2015
Twitter,2015-06,yes,Bruno LE ROUX,,PS,m,,Député,brunoleroux,"Député de la Seine Saint-Denis. Président du groupe socialiste, républicain et citoyen (SRC)",,seine saint denis,y,,,TRUE,,,78242617,2273,24392,2009,17/04/2015
Twitter,2015-06,yes,Bruno MAGNIER,,PS,m,,Conseiller régional,brunomagnier,Conseiller regional Nord-Pas de Calais,,pas de calais,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Carine MENAGE,,PS,f,,Conseiller régional,carinemenage,,,sarthe,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Carlos DA SILVA,,PS,m,,"Conseiller municipal, Député, Vice-Président de Conseil Départemental",dasilvacarlos91,"Député de la 1re circonscription d'Essonne, Conseiller municipal de Corbeil-Essonnes et Vice-Président du Conseil général",,,n,,,FALSE,,,310478953,2841,4046,2011,19/04/2015
Twitter,2015-06,"no, use newer account",Carlos DA SILVA,https://duckduckgo.com/?q=Carlos+DA+SILVA+twitter,PS,m,,"Député, Responsable politique national",dasilvacarlos91,#CorbeilEssonnes Député de l'Essonne Premier Secrétaire du @ps_essonne Porte-parole du @partisocialiste,,essonne,y,PP PS,,FALSE,,,310478953,2841,4046,2011,19/04/2015
Twitter,2019-06,yes,Carlos DA SILVA,https://duckduckgo.com/?q=Carlos+DA+SILVA+twitter,PS,m,,Conseiller régional,Da_Silva_Carlos,s’échauffe,,essonne,y,PP PS,,TRUE,,,310478953,2841,4046,2011,19/04/2015
Twitter,2015-06,yes,Carole CANETTE,,PS,f,,Conseiller régional,carolecanette,,,loiret,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Carole DELGA,,PS,f,,"Maire, Secrétaire d'Etat, Vice-Président de Conseil Régional",caroledelga,"Secrétaire d’État auprès du ministre de l’Économie, de l’Industrie et du Numérique, chargée du Commerce, de l’Artisanat, de la Consommation et de l’Économie sociale et solidaire, Vice-Présidente de la Région Midi-Pyrénées et Maire de Martres-Tolosane",,,n,,,TRUE,,,518368742,1394,6341,2012,21/04/2015
Twitter,2015-06,yes,Carole DELGA,,PS,f,,"Maire adjoint, Secrétaire d'Etat",caroledelga,"Secrétaire d’État chargée du Commerce, de l'Artisanat, de la Consommation et de l’Économie Sociale et Solidaire - @_Bercy_",,,n,,,TRUE,,,518368742,1394,6341,2012,21/04/2015
eTerritoire,2015-06,yes,Catherine BARATTI-ELBAZ,,PS,f,,Maire,baratti_elbaz,Maire du 12e arrondissement de #Paris #Paris12,paris,paris,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Catherine COUTELLE,,PS,f,,Député,ccoutelle,Députée de la 2ième circonscription de la Vienne,,,n,,,TRUE,,,20159735,1346,2361,2009,21/04/2015
Twitter,2015-06,yes,Catherine COUTELLE,,PS,f,,Député,ccoutelle,Députée - Présidente de la Délégation de l'Assemblée Nationale aux Droits des Femmes et à l'Egalité des chances entre les hommes et les femmes,,vienne,y,,,TRUE,,,20159735,1346,2361,2009,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Catherine LEMORTON,,PS,f,,Député,cathlemorton,Députée de la 1ière circonscription de la Haute-Garonne,,,n,,,FALSE,,,523440964,360,4984,2012,20/04/2015
Twitter,2015-06,"no, use newer account",Catherine LEMORTON,https://duckduckgo.com/?q=Catherine+LEMORTON+twitter,PS,f,,Député,cathlemorton,Présidente de la Commission des Affaires Sociales. Députée de la Haute-Garonne,,haute garonne,y,,,FALSE,,,523440964,360,4984,2012,20/04/2015
Twitter,2019-06,yes,Catherine LEMORTON,https://duckduckgo.com/?q=Catherine+LEMORTON+twitter,PS,f,,Sans mandat électif courant,CathyLemorton,,,haute garonne,y,,,TRUE,,,523440964,360,4984,2012,20/04/2015
Twitter,2015-06,yes,Catherine PIAU,,PS,f,,"Conseiller régional, Maire adjoint",catherinepiau,"Militante #PS, Adjointe au Maire #Nantes #Seniors, PA Elue #PaysdelaLoire en charge de politique de la ville & emploi tremplin, #EducPop au coeur de mon action",nantes,loire atlantique,y,,,TRUE,,,,,,,
Regards Citoyens,2015-06,yes,Catherine TASCA,,PS,f,,Sénateur,catherinetasca,,,,n,,,TRUE,,,1883196834,23,460,41536,NA
Élus 2.0,2015-06,"no, use updated profile",Catherine TROALLIC,,PS,f,,"Conseiller municipal, Conseiller régional, Député",catroallic,"Députée de la 8e circonscription de Seine-Maritime, Conseillère municipale du Havre et Conseillère régionale",,,n,,,FALSE,,,873330122,1466,1062,2012,20/04/2015
Twitter,2015-06,"no, deleted account",Catherine TROALLIC,https://duckduckgo.com/?q=Catherine+TROALLIC+twitter,PS,f,,"Conseiller régional, Député",catroallic,Députée de Seine-Maritime Conseillère régionale de Haute-Normandie,,seine maritime,y,,,FALSE,,,873330122,1466,1062,2012,20/04/2015
Twitter,2015-06,yes,Cécile BOURDON,,PS,f,,Conseiller régional,bourdoncecile,,,pas de calais,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Chantal GUITTET,,PS,f,,Député,chantalguittet,Députée de la 5e circonscription du Finistère,,,n,,,FALSE,,,478019144,404,1298,2012,19/04/2015
Twitter,2015-06,"no, deleted account",Chantal GUITTET,https://duckduckgo.com/?q=Chantal+GUITTET+twitter,PS,f,,"Député, Conseiller municipal",chantalguittet,Députée socialiste de la 5ème circonscription du Finistère. membre de la commission des Affaires étrangères. #circo2905,,finistere,y,,,FALSE,,,478019144,404,1298,2012,19/04/2015
Twitter,2015-06,yes,Charlotte BRUN,,PS,f,,Maire adjoint,ch_brun,"Adjointe au maire de #Lille @MartineAubry, #éducation #Wazemmes #prof #ecolo #socialist #PS",lille,nord,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Chloé LE BAIL,,PS,f,,Conseiller régional,chloelebail,,,loire atlantique,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Christian ASSAF,,PS,m,,Député,assaf2012,Député de la 8ème circonscription de l'Hérault,,,n,,,TRUE,,,470171801,30,457,2012,14/02/2012
Twitter,2015-06,yes,Christian ASSAF,,PS,m,,Député,assaf2012,"Né en 1972 à Nîmes, père d' Antoine et Paul, militant socialiste depuis 1990, candidat du Parti Socialiste aux législatives 2012 dans la 8ème de l'Hérault",nimes,herault,y,,,TRUE,,,470171801,30,457,2012,14/02/2012
Twitter,2015-06,yes,Christian DUPESSEY,,PS,m,,Président de Communauté d'Agglomération,cdupessey,@Annemasse @Annemasse Agglo,annemasse,haute savoie,y,,,TRUE,,,,,,,
